,2.7
"Sun Also Rises, The (Tai yang zhao chang sheng qi)",3.4
Sun Belt Express,5.0
Sun Children,3.1
Sun Choke,2.8
Sun Dogs,2.8
Sun Don't Shine,3.0
Sun Ra: A Joyful Noise,4.0
Sun Scarred,3.3
Sun Seekers,2.8
"Sun Shines Bright, The",3.6
Sun Valley Serenade,3.6
Sun Wind (Aurinkotuuli),2.5
Sun and Concrete,4.2
"Sun, Hay and a Couple of Slaps",1.9
"Sun, Hay, Berries",1.9
"Sun, Hay, Erotics",1.4
"Sun, The (Solntse)",3.6
Sunburn,2.8
Sunburn,3.6
Sunburn,3.2
Sunburned,0
"Sunchaser, The",3.0
Sundarapandian,3.0
Sunday,3.3
Sunday,3.2
Sunday Bloody Sunday,3.6
Sunday Dinner,3.2
Sunday Encounter,0
Sunday Girl,1.9
Sunday Go to Meetin' Time,2.9
Sunday Holiday,2.5
Sunday Lovers,3.5
Sunday Morning,1.5
Sunday Punch,0
Sunday School Musical,2.0
Sunday Too Far Away,3.5
"Sunday in Kigali, A (Un dimanche à Kigali)",3.9
Sunday in New York,3.0
Sunday in Peking,3.2
Sunday in the Country,3.0
"Sunday in the Country, A (Un dimanche à la campagne)",3.8
Sunday in the Park with George,3.8
Sunday's Illness,3.5
Sundays,2.6
Sundays,4.5
Sundays and Cybele (Les dimanches de Ville d'Avray),3.7
Sundays at Tiffany's,4.1
Sundome,1.5
Sundown,2.4
Sundown,3.0
Sundown,3.1
Sundown: The Vampire in Retreat,2.2
Sundowners,3.2
"Sundowners, The",3.3
Sune i fjällen,2.0
Sune på bilsemester,2.2
Sune vs Sune,2.7
Sunes sommar,2.8
Sunflower,3.8
Sunflower (Xiang ri kui),3.4
Sunk into The Womb,3.0
Sunless (Sans Soleil),4.0
Sunlight Jr.,3.7
Sunny,4.0
Sunny (Sseo-ni),3.8
Sunny Side of the Street,0
Sunny in the Dark,3.0
Sunnyside,2.8
Sunnyside Up,4.2
Sunrise,2.6
Sunrise at Campobello,3.1
Sunrise in Heaven,2.2
Sunrise: A Song of Two Humans,4.0
Sunset,2.7
Sunset,3.1
Sunset Blvd. (a.k.a. Sunset Boulevard),4.2
Sunset Carson Rides Again,1.5
Sunset Cove,2.0
Sunset Edge,2.5
Sunset Heat,0
"Sunset Limited, The",3.7
Sunset Murder Case,2.0
Sunset Park,3.1
Sunset Pass,0
Sunset Society,0
Sunset Song,3.4
Sunset Strip,2.8
Sunshine,3.6
Sunshine,3.6
Sunshine Barry & the Disco Worms,1.6
"Sunshine Boys, The",3.4
Sunshine Cleaning,3.5
Sunshine Dad,1.5
Sunshine Follows Rain,2.4
Sunshine Girl and The Hunt For Black Eyed Kids,1.0
Sunshine Hotel,3.3
Sunshine Reggae auf Ibiza,2.0
Sunshine State,3.5
Sunshine Superman,3.1
Sunshine on Leith (2013),3.5
Sunspring,1.8
Sunstroke,2.3
Sunstroke,3.0
Sunstruck,0
Sunt o babă comunistă,4.0
Suntan,3.2
Supa Modo,4.0
Super,3.3
Super 30,3.4
Super 8,3.5
Super 8 Stories,2.9
Super 8½,2.8
Super Bear,0.5
Super Bitch,1.7
Super Buddies,2.5
Super Capers,2.7
"Super Cops, The",2.7
Super Cyclone,1.2
Super Dark Times,3.4
Super Deluxe,3.6
Super Demetrios,2.7
Super Duper Alice Cooper,3.5
Super Fly (Superfly),3.3
Super Fly T.N.T.,0
Super Furball Saves the Future,2.8
Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù),2.6
Super Hero Party Clown,3.3
Super High Me,3.3
Super Hybrid,1.5
Super Juice Me!,3.5
Super K,0.8
Super Mario Bros.,2.1
Super Mario Bros: This Ain't No Video Game,3.5
Super Mario Clouds,3.5
Super Me,2.7
Super Monsters: Day of the Monsters,1.0
Super Monsters: The New Class,0.8
Super November,4.0
Super Power,4.0
Super Rhino,2.7
Super Shark,1.8
Super Size Me,3.5
Super Size Me 2: Holy Chicken!,3.4
Super Star,3.5
Super Stooges vs the Wonder Women,1.8
Super Sucker,2.3
Super Sweet 16: The Movie,1.2
Super Troopers,3.6
Super Troopers 2,3.0
Super Xuxa Contra o Baixo Astral,2.0
"Super, The",2.5
Super-Rabbit,3.5
SuperBabies: Baby Geniuses 2,0.9
SuperBob,3.1
SuperBobrovs,2.1
SuperFly,2.5
"SuperManager, or Hack of the Fate",1.9
Superargo and the Faceless Giants,2.5
Superbad,3.8
Superbad,2.1
Superbeast,4.5
Superbia,4.0
Superbror,1.0
Supercell,1.8
Superchick,0
Superclásico,2.8
Supercock,0
Supercon,2.0
Supercondriaque,3.2
Supercool,2.8
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),3.5
Supercop 2 (Project S) (Chao ji ji hua),2.7
Supercroc,0.6
Supercross,2.1
Superdad,2.3
Superdad,0
Superdeep,2.9
Superdome,2.5
Supereroi,3.4
Superfantozzi,3.6
Superfast!,2.3
Superfights,2.5
Supergator,1.0
Supergirl,2.1
Supergirl: The Making of the Movie,0
Superhero Movie,2.3
Superheroes,3.2
Superheroes: A Never-Ending Battle,4.1
Superhost,2.9
Superintelligence,2.8
Superior,2.4
Superior Firepower : Making 'Aliens',0
Superlópez,2.9
Superman,3.4
Superman,2.8
Superman - The Last Son of Krypton,3.8
Superman 75th Anniversary Animated Short,3.4
Superman II,3.1
Superman II: The Richard Donner Cut,3.5
Superman III,2.5
Superman IV: The Quest for Peace,2.1
Superman Returns,2.9
Superman and the Mole-Men,2.6
Superman/Shazam!: The Return of Black Adam,3.2
Superman: Brainiac Attacks,2.7
Superman: Man of Tomorrow,2.8
Superman: Red Son,3.5
Superman: Red Son,3.2
Supermarket,2.3
Supermarket,3.3
Supermarket Woman (Sûpâ no onna),3.7
Supermassive Black Holes,3.5
Supermen Against the Orient,2.0
Supermen of Malegaon,3.6
Supermensch: The Legend of Shep Gordon,3.7
Supernatural,3.9
Supernatural: The Long Road Home,5.0
Supernova,2.3
Supernova,1.0
Supernova,2.1
Supernova,2.8
Supernova,3.3
Superpai,1.8
Superpower,3.0
Superpowerless,0
Superproduction (Superprodukcja),2.0
Superseven chiama Cairo,0
Supersonic,3.7
Supersonic Man,2.1
Superstar,2.5
Superstar,2.6
Superstar,2.5
Superstar Goofy,2.2
Superstar: The Karen Carpenter Story,3.6
Superstar: The Life and Times of Andy Warhol,3.6
Superstition,2.3
Superswede: A Film About Ronnie Peterson,2.8
Supervan,1.5
Supervention,3.8
Supervixens,2.9
Supervized,2.7
Supervolcano,2.5
"Superweib, Das",2.5
Superwho?,3.1
Superworm,3.0
Support Your Local Gunfighter,3.3
Support Your Local Sheriff!,3.6
Support the Girls,3.2
Supporting Characters,3.5
Suppose They Gave a War and Nobody Came?,1.9
Suppressed Duck,2.6
Supremacy,2.3
Supreme Sanction,4.5
Sur,2.8
Suraj Pe Mangal Bhari,3.0
Surcos,4.0
Sure Fire,3.3
"Sure Thing, The",3.6
Surf II,3.6
Surf Nazis Must Die,2.1
Surf Ninjas,2.2
Surf Party,0
Surf School,2.1
Surf's Up,3.2
Surf's Up 2: WaveMania,2.5
Surface Tension,3.4
Surfacing,2.0
Surfarara,3.0
"Surfer, Dude",2.7
Surfers’ Time,2.0
Surftide 77,0
Surfwise,3.6
Surge,3.1
Surge of Power: Revenge of the Sequel,0
"Surgeon, The",1.8
"Suriyothai (a.k.a. Legend of Suriyothai, The)",2.9
Surly Squirrel,3.0
Surplus: Terrorized Into Being Consumers,3.2
Surprise,2.8
Surprise Me!,5.0
Surprise Package,2.0
Surprise Party,2.2
Surprised by Love,3.4
Surrealissimo: The Trial of Salvador Dali,3.5
Surrealistic Nightmares: An In-depth Look at Walloon Horror Cinema,0
Surrender,4.0
Surrender,0
Surrender - Hell!,2.8
"Surrender, Dorothy",3.4
Surrogate Valentine,3.0
Surrogate Wife,3.0
Surrogates,3.3
Surrounded,4.0
Surveillance,3.0
Surveillance,2.5
Surveillance,2.5
Survival Box,1.6
Survival Guide,1.0
Survival Island (Three),2.0
Survival Knife,2.5
Survival Quest,2.8
Survival Skills,3.0
Survival of the Dead,2.3
Survive,3.5
Survive Style 5+,3.8
Survive The Hollow Shoals,1.0
Survive and Advance,4.0
Survive the Game,1.9
Survive the Night,2.4
Survive!,3.0
Surviving 9/11,3.0
Surviving America,0.5
Surviving Christmas,2.5
Surviving Christmas with the Relatives,1.2
Surviving Desire,3.6
Surviving Evil,2.5
Surviving Family,2.5
Surviving Life (Theory and Practice),3.5
Surviving Lunch,3.0
Surviving Paradise: A Family Tale,3.7
Surviving Picasso,3.3
Surviving Progress,3.5
Surviving Sid,2.6
Surviving The Wild,3.0
Surviving the Game,2.8
Surviving the Holocaust: Freddie Knoller's War,1.8
Surviving the Mount St. Helens Disaster,3.0
Surviving the Outback,4.0
Surviving with Wolves,3.8
Survivor,2.2
Survivor,3.0
Survivor,2.5
Survivor,4.0
"Survivors, The",2.9
Suryavanshi,1.2
Sus ojos se cerraron y el mundo sigue andando,2.7
Susan Calman: Lady Like,0
Susan Lenox (Her Fall and Rise),3.0
Susan Slade,3.0
Susan Slept Here,3.5
Susan's Plan,2.8
"Susana (Devil and the Flesh, The)",3.1
Susannah of the Mounties,3.4
Sushi Girl,3.0
Sushi: The Global Catch,3.3
Susie Q,3.3
Susie's Hope,3.6
"Susie, the Little Blue Coupe",3.5
Suspect,3.4
Suspect,1.2
Suspect X (Yôgisha X no kenshin),3.8
Suspect Zero,2.9
"Suspect, The",3.4
"Suspect, The (Yong-eui-ja)",3.2
Suspended Animation,2.6
Suspense,2.2
Suspense,3.0
Suspension,2.6
Suspension of Disbelief,2.6
Suspicion,3.9
Suspicious Minds,3.0
Suspicious River,1.8
Suspicious Truth,3.3
Suspiria,3.7
Suspiria,3.7
Suspiria 25th Anniversary,4.2
Sut (Milk),3.6
Sutter's Gold,0
Suture,3.3
Sutures,3.5
Suur Tõll,2.8
Suzaki Paradise: Red Light,3.7
Suzaku,3.8
Suzanna Andler,2.0
Suzanne,3.3
Suzanne's Career (La carrière de Suzanne),3.5
Suzhou River (Suzhou he),3.7
Suzi Q,3.0
Suzume,3.8
Suzy,3.3
Suzy Snowflake,5.0
Suzzanna: Buried Alive,2.3
Suçlular aramizda,3.5
Svaha : The Sixth Finger,3.2
Svart Lucia,2.7
Svatba na bitevním poli,2.0
Svend,4.0
Svengali,3.1
Svengali,2.5
Svengali,0
Svengali,3.0
Svens Geheimnis,2.5
Svenska bilder,4.0
"Svensson, Svensson - I nöd och lust",2.5
Svidd Neger,2.9
Svyato,2.5
"Swades: We, the People (Our Country)",3.8
Swagger,3.6
Swallow,3.4
Swallowed,1.5
Swallows Have Arrived,2.5
Swallows and Amazons,3.0
Swallows and Amazons,4.2
Swallowtail Butterfly,3.8
Swamp Ape,1.8
Swamp Devil,1.9
Swamp Girl,0
Swamp Shark,1.7
Swamp Thing,2.6
Swamp Water,2.8
Swamp Women,2.0
Swamp Zombies!!!,1.4
"Swamp, The (Ciénaga, La)",3.6
Swamy Ra Ra,2.5
Swan Lake,2.9
"Swan Princess, The",3.1
"Swan Princess: Escape from Castle Mountain, The",3.2
"Swan Princess: The Mystery of the Enchanted Treasure, The",3.0
Swan Song,4.0
Swan Song,3.4
Swan Song,3.4
"Swan and the Wanderer, The (Kulkuri ja joutsen)",3.2
"Swan, The",3.2
Swanee River,0
Swann in Love (Un amour de Swann),3.0
Swansea Love Story,3.0
Swap Meet,2.5
"Swarm, The",2.1
Swashbuckler,2.9
Swastika,2.8
Swastika,3.8
Swat: Unit 887,2.2
Sway,4.8
Swayamvaram,3.0
Swearnet Live,3.4
Swearnet: The Movie,2.9
Sweat,3.2
Sweater Girls,0
Sweatshop,1.5
Sweaty Betty,4.2
Sweden: Heaven and Hell,1.7
Swedenhielms Family,3.1
Swedes in America,3.0
Swedish Auto,2.9
"Swedish Love Story, A (Kärlekshistoria, En)",3.5
Sweeney 2,2.5
Sweeney Todd,3.3
Sweeney Todd: The Demon Barber of Fleet Street,3.5
Sweeney Todd: The Demon Barber of Fleet Street,3.1
Sweeney Todd: The Demon Barber of Fleet Street,3.7
Sweeney Todd: The Demon Barber of Fleet Street,3.8
Sweeney Todd: The Demon Barber of Fleet Street in Concert,4.1
Sweeney!,3.6
"Sweeney, The",2.9
Sweepings,4.0
Sweepstakes Winner,0
Sweet & Sour,3.4
Sweet 'n Short,0
Sweet Adeline,3.5
Sweet Alibis,4.0
Sweet Anna,3.7
Sweet As,5.0
Sweet Autumn,4.2
Sweet Bird of Youth,3.4
Sweet Bird of Youth,2.5
Sweet Bunch (Glykia symmoria),3.2
Sweet Carolina,5.0
Sweet Charity,3.2
Sweet Country,3.5
Sweet Daddy Siki,2.5
Sweet Deceptions,3.0
Sweet Dreams,3.5
Sweet Dreams,3.1
Sweet Dreams,3.5
Sweet Dreams,3.0
Sweet Evil,3.0
Sweet Games of Late Summer,3.2
Sweet Girl,2.7
Sweet Hearts Dance,2.9
"Sweet Hereafter, The",4.0
Sweet Home,3.1
Sweet Home Alabama,3.2
Sweet Home Carolina,5.0
Sweet Inquest on Violence,2.5
Sweet Jane,3.0
"Sweet Jesus, Preacherman",3.2
Sweet Karma,2.9
Sweet Kill,5.0
Sweet Land,3.8
Sweet Liberty,2.7
Sweet Lies (Korean),3.2
Sweet Lorraine,4.0
Sweet Micky for President,3.5
Sweet Movie,3.1
Sweet Murder,0.5
Sweet Nothing,3.3
Sweet Nothing in My Ear,0
Sweet November,3.1
Sweet November,3.9
Sweet Poolside,0
Sweet Rain: Accuracy of Death,3.4
Sweet Red Bean Paste,3.7
Sweet Revenge,0
Sweet Revenge,3.0
Sweet Revenge,0
Sweet Revenge,0
Sweet River,2.2
Sweet Rosie O'Grady,0
Sweet Rush (Tatarak),3.1
Sweet Savior,3.5
Sweet Sixteen,3.6
Sweet Sixteen,2.1
Sweet Smell of Spring,3.0
Sweet Smell of Success,4.0
Sweet Sugar,2.6
Sweet Surrender,4.8
Sweet Sweetback's Baadasssss Song,2.9
Sweet Talk,0
Sweet Talker,3.0
Sweet Thing,3.0
Sweet Virginia,3.0
Sweet Water,2.5
Sweet Whip,3.0
Sweet and Low-Down,3.5
Sweet and Lowdown,3.7
"Sweet, Sweet Lonely Girl",2.8
"Sweetest Thing, The",2.7
Sweetgrass,3.4
Sweetheart,2.8
Sweetheart,2.0
Sweetheart,2.9
Sweetheart,2.5
Sweetheart Dancers,3.5
Sweetheart of the Campus,2.5
Sweethearts,2.6
Sweethearts,2.3
Sweetie,3.4
"Sweetie, You Won't Believe It",3.5
Sweetness in the Belly,3.2
Sweets to the Sweet: The 'Candyman' Mythos,4.5
Sweetwater,3.0
Sweetwater,3.5
Swell,2.8
"Swell Season, The",3.6
Swelter,2.8
Swept Away,1.8
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),3.7
Swept Under,2.9
Swept from the Sea,3.2
Swerve,3.0
Swift,2.7
Swift Sword,1.5
Swim Little Fish Swim,3.0
Swim Team,0
Swim Team,4.0
Swimfan,2.3
Swimmer,3.5
"Swimmer, The",3.6
Swimming,3.1
Swimming Pool,3.4
"Swimming Pool, The (La piscine)",3.5
Swimming Upstream,3.6
Swimming Upstream,3.2
Swimming for Gold,2.1
Swimming to Cambodia,3.9
Swimming with Men,3.4
Swimming with Sharks,3.7
Swindle,3.5
Swindle,1.9
Swindle,0.5
"Swindle, The (Bidone, Il)",3.6
"Swindle, The (Rien ne va plus)",3.3
Swindled,2.7
Swineherd and Shepherd,2.4
Swing,3.5
Swing,3.6
Swing Away,3.0
Swing Fever,2.0
Swing Girls,3.4
"Swing High, Swing Low",2.9
Swing Kids,3.3
Swing Kids,3.7
Swing Shift,2.9
Swing Shift Cinderella,3.6
Swing Shift Maisie,3.5
Swing Time,3.8
Swing Vote,2.9
Swing You Sinners!,3.8
Swing Your Lady,3.5
Swing!,1.8
Swinger,3.3
"Swinger, The",3.0
Swingers,3.8
Swingers,3.6
Swingers,3.0
Swingers,2.2
Swingers,1.0
Swinging Safari,2.6
Swinging with the Finkels,2.5
Swiped,1.9
Swiped to Death,1.2
Swiped: Hooking Up in the Digital Age,3.0
Swirlee,3.0
Swiss Army Man,3.5
"Swiss Conspiracy, The",2.1
Swiss Family Robinson,3.5
Swiss Family Robinson,1.5
Swiss Miss,2.9
Switch,2.8
Switch,3.2
Switch,1.0
Switch,2.5
Switch,4.5
"Switch, The",3.1
Switchback,3.1
Switchblade Sisters,3.0
Switched,2.2
Switched for Christmas,1.8
Switching - Goodbye Me,3.2
Switching Channels,2.7
Switching Goals,2.7
Swoon,3.2
Swoon,2.8
Swooni,2.5
Sword Art Online Extra Edition,3.0
Sword Art Online The Movie: Ordinal Scale,3.3
Sword Art Online the Movie -Progressive- Aria of a Starless Night,4.5
Sword Devil,2.8
Sword Master,3.1
"Sword and the Dragon, The (Ilya Muromets)",2.4
"Sword and the Sorcerer, The",3.0
Sword for Truth,3.0
Sword in the Desert,3.5
Sword in the Moon,2.8
"Sword in the Stone, The",3.6
Sword of D'Artagnan,3.2
Sword of Desperation (Hisshiken torisashi),3.6
"Sword of Doom, The (Dai-bosatsu tôge)",3.9
Sword of Gideon,3.4
Sword of God,2.5
Sword of Sherwood Forest,2.6
Sword of Trust,3.3
Sword of Vengeance,2.5
Sword of the Beast (Kedamono no ken),3.8
Sword of the Empire,3.5
Sword of the Stranger (Sutorejia: Mukô hadan),3.8
Sword of the Valiant,2.4
Swordfish,3.1
"Swords, Knives, Very Sharp Objects and Cutlery",3.0
Swordsman,3.3
"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai)",3.3
Swordsman III: The East Is Red,3.2
Swordsman and Enchantress,3.7
Swordswomen Three,0
Sworn Virgin,3.3
Sworn to the Drum: A Tribute to Francisco Aguabella,3.0
Swung,3.2
Swêdî,2.5
Sx_Tape,2.5
Sybil,3.6
Sybil,3.3
Sydney (Hard Eight),3.7
Sydney 2000: Stories of Olympic Glory,0
Sydney White,3.3
Sye,3.5
Sye Raa Narasimha Reddy,3.6
Syksyllä kaikki on toisin,3.0
Sylvester,3.5
Sylvester Stallone Bio.,0.5
Sylvia,3.1
Sylvia,3.6
Sylvia Plath: Inside the Bell Jar,3.0
Sylvia Scarlett,3.1
Sylvia and the Ghost,3.5
Sylvie's Love,3.2
Sylvio,3.2
Symbiopsychotaxiplasm: Take 2 ½,3.3
Symbol (Shinboru),3.6
Symmetry (Symetria),3.7
Sympathy Seeker,2.5
Sympathy for Delicious,2.3
Sympathy for Mr. Vengeance (Boksuneun naui geot),3.8
Sympathy for the Devil,3.0
Sympathy for the Devil,4.0
Sympathy for the Underdog,3.4
Symphonie diagonale,2.5
"Symphonie pastorale, La",3.3
Symphonie pour un massacre,4.2
Symphony Hour,2.9
Symphony No. 42,3.4
Symphony in Slang,3.5
Symphony of Six Million,0
Symphony of the Soil,3.5
Symptoms,3.2
Synanon,0
Synapse,2.0
Sync,4.2
Synchronic,3.0
Synchronicity,3.1
Syncopation,3.5
Syndicate Sadists,3.8
Syndromes and a Century (Sang sattawat),3.7
"Synecdoche, New York",3.9
Synesthesia,2.5
Synevir,0.5
Syngenor,2.0
Synoikia to Oneiro,3.5
Synonyms,3.2
Synthetic Pleasures,3.1
Syntipukki,2.0
"Syrian Bride, The",3.6
Syriana,3.5
Syrinx,3.1
Syrup,3.1
System Crasher,3.6
System Error,2.7
System K,4.2
Systemfehler - Wenn Inge tanzt,3.6
Szaffi,3.8
Szamanka,2.8
Sztos,2.6
Szuler,0
Sábado,3.5
São Jorge,3.3
"São Paulo, Sociedade Anônima",3.6
Säg att du älskar mig,2.7
Sällskapsresan II - Snowroller,3.0
Säälistäjät,3.8
Sånt är livet,2.2
Séraphine,3.7
Sócrates,4.0
Sólo mía,2.9
Sökarna,1.8
Sörensen's Fear,3.5
Süden im Schatten,3.0
Süperseks,2.0
Süpürrr!,1.5
Süskind,3.8
Słaba płeć?,0.5
"T,O,U,C,H,I,N,G",2.8
T-34,3.3
T-Men,3.3
T-Rex: Back to the Cretaceous,2.5
T. Rex Autopsy,3.5
T.J. Miller: Meticulously Ridiculous,3.5
T.N.T.,2.2
T.R. Baskin,3.3
T.V. of Tomorrow,3.6
T2 3-D: Battle Across Time,3.7
T2: More Than Meets the Eye,3.0
T2: Trainspotting,3.6
TAD: Busted Circuits and Ringing Ears,3.5
TC 2000,2.5
TDF Really Works,1.2
TED: The Future We Will Create,2.7
TEKKEN: The Motion Picture,4.0
TFW NO GF,2.7
THE BEKSIŃSKIS. A Sound and Picture Album,3.8
THE FIRST SLAM DUNK,3.5
THX 1138,3.5
TINA,3.7
TINY: A Story About Living Small,3.4
TKKG,3.2
TMNT (Teenage Mutant Ninja Turtles),2.8
TNT Jackson,2.7
TOC TOC,4.5
TPB AFK: The Pirate Bay Away from Keyboard,3.7
TRANS,3.5
TRON: The Next Day,3.1
TT3D: Closer to the Edge,3.9
TV Junkie,3.5
"TV Set, The",3.2
TWA Flight 800 (2013),2.9
Ta Ra Rum Pum,0.5
Ta mig,3.9
Ta'ang,1.8
Taal,3.0
Taarzan: The Wonder Car,2.4
Tab Hunter Confidential,3.4
Tabasco Road,3.5
Table 19,3.1
Table 7,3.5
Table For Five,3.3
Table No.21,3.0
Table One,4.2
Table for Six,2.0
Table for Three,2.7
Tables Turned on the Gardener,3.1
Tabloid,3.5
Tabloid Truth,2.8
Taboo,2.6
Taboo (Gohatto),3.5
Tabu,3.6
Tabu: A Story of the South Seas,3.6
Tabula Rasa,3.5
Tabula Rasa,2.5
Taco Shop,3.5
Tacoma Narrows Bridge Collapse,3.5
Tactical Force,2.6
Tactical Guerrilla,3.5
Tad Jones and the Secret of King Midas,3.0
Tad the Lost Explorer and the Curse of the Mummy,1.1
"Tad, the Lost Explorer",2.5
Tada's Do-It-All House,3.3
Tadap,3.5
Tadpole,3.3
Tadpole and the Whale,0
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),3.8
Taekwondo,2.9
Taeter City,2.6
Tafanos - Killer Mosquitos,1.3
Taffin,2.9
Tag,3.0
Tag,3.1
Tag,3.3
Tag und Nacht,2.9
Tag: The Assassination Game (a.k.a. Everybody Gets It in the End),3.0
Tagget,0
Tagore,3.5
Tagteam,2.8
Tahara,4.5
Tahkhana,1.2
Tai Chi Hero,3.0
Tai Chi II,2.0
Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng),3.6
Tai Chi Zero,3.1
Tai-Pan,3.0
Taifu Club (Taifû kurabu),3.6
Taikon,4.1
Tail Gunner Joe,3.2
Tail Lights Fade,1.5
Tailgating,3.4
"Tailor of Panama, The",3.0
Taimour & Shafi'aa,3.5
Tainted,2.6
Tainted,3.0
Tainted Blood,3.3
Taintlight,1.5
Tainá 2 - A New Amazon Adventure,0.5
Tainá: Uma Aventura na Amazônia,2.0
Taipei Exchanges (Di 36 ge gu shi),3.5
Taipei Story,3.8
Taipei Suicide Story,4.0
"Taira Clan Saga, The (Shin heike monogatari)",3.4
Taish,2.3
Taj Mahal,2.8
Tajemství staré bambitky,3.5
Takaisin pintaan,3.6
Take,3.3
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),3.0
Take All of Me,0
Take Away,2.0
Take Back the Night,2.6
Take Care,3.3
Take Care,3.5
Take Care of Maya,3.5
Take Care of My Cat (Goyangileul butaghae),3.4
Take Care of My Little Girl,2.8
"Take Care of Your Scarf, Tatiana (Pidä huivista kiinni, Tatjana)",3.6
Take Care of the Women!,1.9
Take Down,3.7
Take Every Wave: The Life of Laird Hamilton,3.5
"Take Her, She's Mine",3.8
Take Home Pay,3.5
Take It Easy,4.0
Take It Out in Trade: The Outtakes,0.5
Take It or Leave It,4.0
Take Me,3.1
Take Me Far Away,3.2
Take Me Home,3.4
Take Me Home Tonight,3.1
Take Me Home: The John Denver Story,2.5
Take Me Out to the Ball Game,3.3
Take Me Somewhere Nice,3.2
Take Me for a Ride,2.0
Take Me to Tarzana,3.8
Take Me to Town,4.0
Take Me to the Moon,4.5
Take Me to the River,3.1
Take Me to the River,4.1
Take My Advice:  The Ann and Abby Story,2.5
Take My Eyes (Te doy mis ojos),3.6
Take Off,3.1
Take Off,4.0
Take Out,3.6
Take Out Girl,2.0
Take Point,1.6
Take Shelter,3.7
"Take That: Look Back, Don't Stare",4.0
Take This Job and Shove It,2.5
Take This Waltz,3.6
Take Your Pills,3.0
Take Your Pills: Xanax,3.2
Take a Chance,3.0
Take a Giant Step,3.2
Take a Girl Like You,3.0
Take a Girl Like You,0.5
Take a Hard Ride,2.5
"Take a Hike, Vasya! Lost In Bali",2.5
Take and Run,4.0
Take the 5:10 to Dreamland,2.5
"Take the Ball, Pass the Ball",3.7
Take the High Ground!,2.7
Take the L,2.4
Take the Lead,3.3
Take the Money and Run,3.9
Take the Night,2.1
Take the Trash,2.5
"Take, The",3.0
"Take, The",3.5
Taken,3.7
Taken,3.6
Taken 2,3.1
Taken 3,3.0
Taken Heart,3.5
Taken at the Flood,3.5
Taken by Storm: The Art of Storm Thorgerson and Hipgnosis,3.2
Taken for a Ride,5.0
Taken in Broad Daylight,3.0
Takers,3.0
Takeru Yamato,3.5
Takeshi: Childhood Days,3.8
Takeshis',3.1
Takhir and Zukhra,3.0
Taking 5,3.2
Taking Back Our Town,0
Taking Care of Business,2.9
Taking Chance,3.5
Taking Chances,3.5
Taking Chances,2.4
Taking Earth,1.8
Taking Father Home,2.5
Taking Flight,3.6
Taking Lives,3.1
Taking Off,3.5
Taking Sides,3.3
Taking Tiger Mountain,3.0
Taking Tiger Mountain Revisited,0
Taking Woodstock,3.3
Taking a Shot at Love,2.2
"Taking of Pelham 1 2 3, The",3.2
"Taking of Pelham One Two Three, The",3.8
"Taking of Power by Louis XIV, The (Prise de pouvoir par Louis XIV, La)",3.3
Taking the Fall,2.0
Taking the Heat,1.0
Takkar,2.0
"Takumi - A 60,000 hour story on the survival of human craft.",4.2
Takumi-kun Series: Details of Beauty,2.2
"Takumi-kun Series: That, Sunny Blue Sky",2.2
Takva: A Man's Fear of God,3.7
Tal for dig selv,3.5
Talaash,3.2
Talcum Powder,3.4
Tale About Czar Pyotr Arranging Arap's Wedding,3.7
Tale About the Cat and the Moon,3.8
Tale for Natasha,4.2
"Tale from the Past, A (Përralle Nga e Kaluara)",4.0
Tale in the Darkness,3.0
Tale of Cinema (Geuk jang jeon),3.6
"Tale of Despereaux, The",2.9
"Tale of Ham and Passion, A (Jamón, Jamón)",3.4
Tale of People from Here,2.0
"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",3.9
